id,event_date,event_name,weight_class,winner,red_fighter,blue_fighter,red_height_cm,blue_height_cm,red_reach_cm,blue_reach_cm,red_age,blue_age,red_odds,blue_odds,red_avg_td_landed,blue_avg_td_landed,height_diff,reach_diff,avg_td_diff,red_win
5836,2012-07-11,,Bantamweight,Red,Raphael Assuncao,Issei Tamura,165.1,165.1,167.64,160.02,29,28,-190.0,175.0,1.5,1.0,0.0,7.619999999999976,0.5,1
5837,2012-07-07,,Middleweight,Red,Anderson Silva,Chael Sonnen,187.96,185.42,195.58,187.96,37,35,-280.0,255.0,0.2143,3.4,2.5400000000000205,7.6200000000000045,-3.1856999999999998,1
5838,2012-07-07,,Light Heavyweight,Red,Forrest Griffin,Tito Ortiz,190.5,190.5,195.58,187.96,33,37,-300.0,270.0,0.7143,2.1154,0.0,7.6200000000000045,-1.4011,1
5839,2012-07-07,,Middleweight,Red,Cung Le,Patrick Cote,175.26,180.34,175.26,180.34,40,32,185.0,-200.0,0.0,0.3636,-5.0800000000000125,-5.0800000000000125,-0.3636,1
5840,2012-07-07,,Welterweight,Blue,Dong Hyun Kim,Demian Maia,187.96,185.42,193.04,182.88,30,34,-143.0,133.0,3.0,1.9231,2.5400000000000205,10.159999999999997,1.0769,0
5841,2012-07-07,,Featherweight,Red,Chad Mendes,Cody McKenzie,167.64,182.88,167.64,182.88,27,24,-705.0,570.0,3.0,0.75,-15.240000000000009,-15.240000000000009,2.25,1
5842,2012-07-07,,Bantamweight,Blue,Ivan Menjivar,Mike Easton,167.64,167.64,162.56,177.8,30,28,-115.0,105.0,0.25,0.5,0.0,-15.240000000000009,-0.25,0
5843,2012-07-07,,Lightweight,Red,Melvin Guillard,Fabricio Camoes,175.26,177.8,172.72,185.42,29,33,-290.0,260.0,0.8125,2.3333,-2.5400000000000205,-12.699999999999989,-1.5208,1
5844,2012-07-07,,Lightweight,Blue,Gleison Tibau,Khabib Nurmagomedov,177.8,177.8,180.34,177.8,28,23,-153.0,143.0,3.9333,3.0,0.0,2.539999999999992,0.9333,0
5845,2012-07-07,,Middleweight,Red,Costas Philippou,Riki Fukuda,180.34,182.88,185.42,185.42,32,31,-190.0,175.0,0.75,4.5,-2.539999999999992,0.0,-3.75,1
5846,2012-07-07,,Lightweight,Blue,John Alessio,Shane Roller,177.8,177.8,182.88,182.88,33,32,140.0,-150.0,0.5,0.5,0.0,0.0,0.0,0
5847,2012-07-07,,Lightweight,Red,Rafaello Oliveira,Yoislandy Izquierdo,172.72,180.34,180.34,184.0,30,28,170.0,-185.0,2.0,0.0,-7.6200000000000045,-3.6599999999999966,2.0,1
5848,2012-06-23,,Catch Weight,Blue,Wanderlei Silva,Rich Franklin,180.34,185.42,187.96,190.5,35,37,125.0,-135.0,0.2,0.7222,-5.079999999999984,-2.539999999999992,-0.5222,0
5849,2012-06-23,,Middleweight,Red,Cezar Ferreira,Sergio Moraes,185.42,182.88,198.12,182.88,27,29,-315.0,258.0,,,2.539999999999992,15.240000000000009,,1
5850,2012-06-23,,Featherweight,Blue,Godofredo Pepey,Rony Jason,170.18,170.18,185.42,177.8,24,28,240.0,-260.0,,,0.0,7.619999999999976,,0
5851,2012-06-23,,Heavyweight,Red,Fabricio Werdum,Mike Russow,193.04,185.42,195.58,185.42,34,35,-475.0,420.0,0.4,4.25,7.6200000000000045,10.160000000000025,-3.85,1
5852,2012-06-23,,Featherweight,Blue,Iuri Alcantara,Hacran Dias,175.26,172.72,180.34,175.26,31,28,-178.0,167.0,3.0,,2.539999999999992,5.0800000000000125,,0
5853,2012-06-23,,Featherweight,Blue,Anistavio Medeiros,Rodrigo Damm,167.64,170.18,178.0,180.34,24,32,185.0,-200.0,,,-2.5400000000000205,-2.3400000000000034,,0
5854,2012-06-23,,Middleweight,Blue,Delson Heleno,Francisco Trinaldo,180.34,175.26,183.0,177.8,34,33,-120.0,110.0,,,5.0800000000000125,5.199999999999989,,0
5855,2012-06-23,,Featherweight,Blue,John Teixeira,Hugo Viana,170.18,167.64,173.0,170.18,25,29,185.0,-200.0,,,2.5400000000000205,2.819999999999993,,0
5856,2012-06-23,,Middleweight,Red,Thiago Perpetuo,Leonardo Mafra,177.8,177.8,180.34,177.8,24,23,-115.0,105.0,,,0.0,2.539999999999992,,1
5857,2012-06-23,,Featherweight,Red,Marcos Vinicius,Wagner Campos,175.26,167.64,177.8,168.0,32,30,-260.0,240.0,,,7.6200000000000045,9.800000000000011,,1
5858,2012-06-22,,Lightweight,Red,Gray Maynard,Clay Guida,175.26,170.18,177.8,177.8,33,30,-220.0,200.0,2.7273,3.2,5.079999999999984,0.0,-0.4727000000000001,1
5859,2012-06-22,,Lightweight,Red,Sam Stout,Spencer Fisher,175.26,170.18,177.8,177.8,28,36,-355.0,320.0,0.1667,0.5625,5.079999999999984,0.0,-0.39580000000000004,1
5860,2012-06-22,,Welterweight,Red,Brian Ebersole,TJ Waldburger,182.88,180.34,185.42,190.5,31,24,-230.0,190.0,2.0,2.5,2.539999999999992,-5.0800000000000125,-0.5,1
5861,2012-06-22,,Featherweight,Blue,Ross Pearson,Cub Swanson,172.72,172.72,175.26,177.8,27,28,-215.0,195.0,0.7143,1.5,0.0,-2.5400000000000205,-0.7857,0
5862,2012-06-22,,Featherweight,Blue,Hatsu Hioki,Ricardo Lamas,180.34,172.72,177.8,180.34,28,30,-165.0,155.0,2.0,1.5,7.6200000000000045,-2.539999999999992,0.5,0
5863,2012-06-22,,Lightweight,Red,Ramsey Nijem,CJ Keith,180.34,182.88,190.5,185.0,24,25,-150.0,140.0,4.0,,-2.539999999999992,5.5,,1
5864,2012-06-22,,Welterweight,Red,Rick Story,Brock Jardine,175.26,180.34,180.34,185.42,27,26,-370.0,330.0,2.6667,,-5.0800000000000125,-5.079999999999984,,1
5865,2012-06-22,,Featherweight,Red,Steven Siler,Joey Gambino,180.34,170.18,177.8,178.0,25,23,110.0,-120.0,0.5,,10.159999999999997,-0.19999999999998863,,1
5866,2012-06-22,,Middleweight,Blue,Nick Catone,Chris Camozzi,182.88,187.96,182.88,193.04,30,25,-210.0,190.0,3.0,0.0,-5.0800000000000125,-10.159999999999997,3.0,0
5867,2012-06-22,,Welterweight,Red,Matt Brown,Luis Ramos,182.88,172.72,190.5,183.0,31,31,-155.0,145.0,1.1667,0.0,10.159999999999997,7.5,1.1667,1
5868,2012-06-22,,Welterweight,Red,Dan Miller,Ricardo Funch,185.42,177.8,187.96,193.04,30,31,-330.0,300.0,1.4,0.3333,7.619999999999976,-5.079999999999984,1.0667,1
5869,2012-06-22,,Bantamweight,Red,Ken Stone,Dustin Pague,172.72,175.26,180.34,187.96,29,24,140.0,-150.0,1.0,0.5,-2.539999999999992,-7.6200000000000045,0.5,1
5870,2012-06-08,,Flyweight,Red,Demetrious Johnson,Ian McCall,160.02,165.1,167.64,162.56,25,28,-110.0,100.0,4.0,4.0,-5.079999999999984,5.079999999999984,0.0,1
5871,2012-06-08,,Welterweight,Red,Erick Silva,Charlie Brenneman,182.88,177.8,187.96,182.88,27,31,-185.0,170.0,0.0,3.0,5.079999999999984,5.0800000000000125,-3.0,1
5872,2012-06-08,,Welterweight,Red,Mike Pyle,Josh Neer,182.88,180.34,187.96,182.88,36,29,-190.0,175.0,1.25,0.8333,2.539999999999992,5.0800000000000125,0.41669999999999996,1
5873,2012-06-08,,Bantamweight,Red,Eddie Wineland,Scott Jorgensen,170.18,165.1,175.26,167.64,27,29,150.0,-160.0,0.5,2.0,5.0800000000000125,7.6200000000000045,-1.5,1
5874,2012-06-08,,Welterweight,Red,Mike Pierce,Carlos Eduardo Rocha,172.72,177.8,177.8,177.8,31,30,-230.0,190.0,2.625,0.0,-5.0800000000000125,0.0,2.625,1
5875,2012-06-08,,Welterweight,Red,Seth Baczynski,Lance Benoist,190.5,180.34,187.96,185.42,30,23,-105.0,-105.0,0.3333,1.0,10.159999999999997,2.5400000000000205,-0.6667000000000001,1
5876,2012-06-08,,Featherweight,Blue,Leonard Garcia,Matt Grice,177.8,172.72,175.26,177.8,32,30,-125.0,115.0,0.3333,0.8,5.0800000000000125,-2.5400000000000205,-0.46670000000000006,0
5877,2012-06-08,,Bantamweight,Red,Dustin Pague,Jared Papazian,175.26,172.72,187.96,170.18,24,24,150.0,-160.0,0.0,0.0,2.539999999999992,17.78,0.0,1
5878,2012-06-08,,Lightweight,Red,Tim Means,Justin Salas,187.96,172.72,190.5,177.8,28,30,-130.0,120.0,0.0,4.0,15.240000000000009,12.699999999999989,-4.0,1
5879,2012-06-08,,Middleweight,Red,Buddy Roberts,Caio Magalhaes,187.96,185.42,193.0,185.42,29,24,-130.0,120.0,,,2.5400000000000205,7.5800000000000125,,1
5880,2012-06-08,,Lightweight,Red,Henry Martinez,Bernardo Magalhaes,170.18,175.26,172.72,165.1,28,31,-230.0,210.0,0.0,0.0,-5.079999999999984,7.6200000000000045,0.0,1
5881,2012-06-08,,Welterweight,Blue,Jake Hecht,Sean Pierson,182.88,182.88,193.04,193.04,28,36,-155.0,145.0,0.0,0.3333,0.0,0.0,-0.3333,0
5882,2012-06-01,,Welterweight,Blue,Jake Ellenberger,Martin Kampmann,175.26,182.88,180.34,182.88,27,30,-178.0,167.0,2.2857,0.9286,-7.6200000000000045,-2.539999999999992,1.3571,0
5883,2012-06-01,,Lightweight,Red,Michael Chiesa,Al Iaquinta,185.42,177.8,190.5,177.8,24,25,240.0,-260.0,,,7.619999999999976,12.699999999999989,,1
5884,2012-06-01,,Featherweight,Blue,Jonathan Brookins,Charles Oliveira,182.88,177.8,185.42,187.96,26,22,185.0,-200.0,1.6667,0.6667,5.079999999999984,-2.5400000000000205,1.0,0
5885,2012-06-01,,Featherweight,Red,Max Holloway,Pat Schilling,180.34,172.72,175.26,175.26,20,23,-140.0,130.0,0.0,0.0,7.6200000000000045,0.0,0.0,1
5886,2012-06-01,,Lightweight,Red,Justin Lawrence,John Cofer,172.72,175.26,170.18,185.42,22,28,-345.0,315.0,,,-2.539999999999992,-15.23999999999998,,1
5887,2012-06-01,,Lightweight,Red,Daron Cruickshank,Chris Tickle,172.72,175.26,182.88,178.0,26,30,-174.0,164.0,,,-2.539999999999992,4.8799999999999955,,1
5888,2012-06-01,,Lightweight,Red,Myles Jury,Chris Saunders,177.8,172.72,185.42,175.0,23,26,-310.0,280.0,,,5.0800000000000125,10.419999999999987,,1
5889,2012-06-01,,Lightweight,Blue,Cristiano Marcello,Sam Sicilia,175.26,172.72,182.88,170.18,34,26,177.0,-192.0,,,2.539999999999992,12.699999999999989,,0
5890,2012-06-01,,Lightweight,Red,Joe Proctor,Jeremy Larsen,177.8,177.8,182.88,177.8,26,28,-280.0,255.0,,,0.0,5.079999999999984,,1
5891,2012-06-01,,Bantamweight,Blue,John Albert,Erik Perez,172.72,172.72,172.72,172.72,25,22,-185.0,170.0,0.0,,0.0,0.0,,0
5892,2012-05-26,,Heavyweight,Red,Junior Dos Santos,Frank Mir,193.04,190.5,195.58,200.66,28,33,-475.0,420.0,0.375,1.0,2.539999999999992,-5.079999999999984,-0.625,1
5893,2012-05-26,,Heavyweight,Red,Cain Velasquez,Antonio Silva,185.42,193.04,195.58,203.2,29,32,-400.0,355.0,1.875,,-7.6200000000000045,-7.619999999999976,,1
5894,2012-05-26,,Heavyweight,Red,Roy Nelson,Dave Herman,182.88,193.04,182.88,193.04,35,27,-162.0,152.0,0.5,0.5,-10.159999999999997,-10.159999999999997,0.0,1
5895,2012-05-26,,Heavyweight,Red,Stipe Miocic,Shane del Rosario,193.04,193.04,203.2,200.66,29,28,-170.0,150.0,2.0,,0.0,2.539999999999992,,1
5896,2012-05-26,,Heavyweight,Red,Stefan Struve,Lavar Johnson,210.82,193.04,213.36,208.28,24,34,-130.0,120.0,0.3,0.0,17.78,5.0800000000000125,0.3,1
5897,2012-05-26,,Featherweight,Blue,Diego Brandao,Darren Elkins,170.18,177.8,172.72,180.34,24,28,-260.0,240.0,1.0,1.0,-7.6200000000000045,-7.6200000000000045,0.0,0
5898,2012-05-26,,Lightweight,Blue,Edson Barboza,Jamie Varner,180.34,172.72,190.5,182.88,26,27,-540.0,460.0,1.0,5.0,7.6200000000000045,7.6200000000000045,-4.0,0
5899,2012-05-26,,Middleweight,Blue,Jason Miller,CB Dollaway,185.42,187.96,182.88,193.04,31,28,-155.0,145.0,1.0,1.8889,-2.5400000000000205,-10.159999999999997,-0.8889,0
5900,2012-05-26,,Welterweight,Red,Dan Hardy,Duane Ludwig,182.88,177.8,187.96,177.8,30,33,-130.0,120.0,0.375,0.1429,5.079999999999984,10.159999999999997,0.2321,1
5901,2012-05-26,,Lightweight,Blue,Jacob Volkmann,Paul Sass,175.26,182.88,180.34,185.42,31,23,-190.0,175.0,2.7143,0.0,-7.6200000000000045,-5.079999999999984,2.7143,0
5902,2012-05-26,,Light Heavyweight,Blue,Kyle Kingsbury,Glover Teixeira,193.04,187.96,193.04,193.04,30,32,215.0,-235.0,2.6667,,5.079999999999984,0.0,,0
5903,2012-05-26,,Featherweight,Red,Mike Brown,Daniel Pineda,167.64,170.18,177.8,175.26,36,26,-118.0,108.0,2.75,0.5,-2.5400000000000205,2.5400000000000205,2.25,1
5904,2012-05-15,,Featherweight,Red,Chan Sung Jung,Dustin Poirier,170.18,175.26,182.88,182.88,25,23,290.0,-350.0,0.5,1.75,-5.079999999999984,0.0,-1.25,1
5905,2012-05-15,,Welterweight,Red,Amir Sadollah,Jorge Lopez,177.8,177.8,187.96,183.0,31,23,-105.0,-105.0,0.5,3.0,0.0,4.960000000000008,-2.5,1
5906,2012-05-15,,Lightweight,Red,Donald Cerrone,Jeremy Stephens,185.42,172.72,185.42,180.34,29,25,-220.0,200.0,0.6,1.3846,12.699999999999989,5.079999999999984,-0.7846000000000001,1
5907,2012-05-15,,Bantamweight,Red,Yves Jabouin,Jeff Hougland,170.18,170.18,172.72,172.72,32,33,-305.0,275.0,1.3333,1.0,0.0,0.0,0.33329999999999993,1
5908,2012-05-15,,Light Heavyweight,Red,Igor Pokrajac,Fabio Maldonado,182.88,185.42,193.04,190.5,33,32,130.0,-140.0,0.8333,1.0,-2.539999999999992,2.539999999999992,-0.16669999999999996,1
5909,2012-05-15,,Middleweight,Blue,Jason MacDonald,Tom Lawlor,190.5,182.88,203.2,187.96,36,29,200.0,-220.0,0.6154,2.1667,7.6200000000000045,15.23999999999998,-1.5513000000000001,0
5910,2012-05-15,,Middleweight,Red,Brad Tavares,Dongi Yang,185.42,177.8,187.96,180.34,24,27,-160.0,150.0,1.3333,1.6667,7.619999999999976,7.6200000000000045,-0.33340000000000014,1
5911,2012-05-15,,Lightweight,Red,Cody McKenzie,Marcus LeVesseur,182.88,175.26,182.88,177.8,24,29,170.0,-185.0,1.0,,7.6200000000000045,5.079999999999984,,1
5912,2012-05-15,,Lightweight,Red,TJ Grant,Carlo Prater,177.8,180.34,182.88,182.88,28,30,-430.0,380.0,1.5714,0.0,-2.539999999999992,0.0,1.5714,1
5913,2012-05-15,,Lightweight,Red,Rafael Dos Anjos,Kamal Shalorus,172.72,172.72,177.8,172.72,27,39,-365.0,328.0,1.75,0.5,0.0,5.0800000000000125,1.25,1
5914,2012-05-15,,Bantamweight,Blue,Jeff Curran,Johnny Eduardo,167.64,170.18,175.26,180.34,34,33,110.0,-120.0,0.0,0.0,-2.5400000000000205,-5.0800000000000125,0.0,0
5915,2012-05-15,,Bantamweight,Blue,Alex Soto,Francisco Rivera,172.72,172.72,180.34,172.72,28,30,215.0,-235.0,0.0,0.0,0.0,7.6200000000000045,0.0,0
5916,2012-05-05,,Lightweight,Red,Nate Diaz,Jim Miller,182.88,172.72,193.04,180.34,27,28,150.0,-160.0,0.9333,1.5833,10.159999999999997,12.699999999999989,-0.6499999999999999,1
5917,2012-05-05,,Welterweight,Blue,Josh Koscheck,Johny Hendricks,177.8,175.26,185.42,175.26,34,28,123.0,-133.0,1.8,2.75,2.5400000000000205,10.159999999999997,-0.95,0
5918,2012-05-05,,Middleweight,Blue,Rousimar Palhares,Alan Belcher,172.72,187.96,180.34,185.42,32,28,-210.0,190.0,1.4444,0.3333,-15.240000000000009,-5.079999999999984,1.1111,0
5919,2012-05-05,,Heavyweight,Blue,Pat Barry,Lavar Johnson,180.34,193.04,187.96,208.28,32,34,-150.0,140.0,0.0,0.0,-12.699999999999989,-20.319999999999993,0.0,0
5920,2012-05-05,,Lightweight,Blue,Tony Ferguson,Michael Johnson,180.34,177.8,193.04,185.42,28,25,-315.0,285.0,1.0,0.5,2.539999999999992,7.6200000000000045,0.5,0
5921,2012-05-05,,Flyweight,Red,John Dodson,Tim Elliott,160.02,170.18,167.64,167.64,27,25,-510.0,440.0,0.0,,-10.159999999999997,0.0,,1
5922,2012-05-05,,Welterweight,Red,John Hathaway,Pascal Krauss,185.42,185.42,190.5,182.88,24,25,-185.0,170.0,2.8333,3.0,0.0,7.6200000000000045,-0.16670000000000007,1
5923,2012-05-05,,Flyweight,Red,Louis Gaudinot,John Lineker,160.02,160.02,160.02,170.18,27,21,245.0,-265.0,0.0,,0.0,-10.159999999999997,,1
5924,2012-05-05,,Lightweight,Red,Danny Castillo,John Cholish,175.26,180.34,180.34,182.88,32,28,140.0,-150.0,3.75,1.0,-5.0800000000000125,-2.539999999999992,2.75,1
5925,2012-05-05,,Featherweight,Red,Dennis Bermudez,Pablo Garza,167.64,185.42,167.64,185.42,25,28,-110.0,100.0,1.0,0.0,-17.78,-17.78,1.0,1
5926,2012-05-05,,Bantamweight,Red,Roland Delorme,Nick Denis,175.26,170.18,180.34,178.0,28,28,240.0,-280.0,2.0,0.0,5.079999999999984,2.3400000000000034,2.0,1
5927,2012-05-05,,Middleweight,Blue,Mike Massenzio,Karlos Vemola,187.96,182.88,185.42,190.5,29,26,-130.0,110.0,1.5,0.6667,5.0800000000000125,-5.0800000000000125,0.8333,0
5928,2012-04-21,,Light Heavyweight,Red,Jon Jones,Rashad Evans,193.04,182.88,213.36,190.5,24,32,-510.0,440.0,2.1,3.4286,10.159999999999997,22.860000000000014,-1.3285999999999998,1
5929,2012-04-21,,Welterweight,Red,Rory MacDonald,Che Mills,182.88,185.42,193.04,193.04,22,29,-660.0,540.0,3.0,0.0,-2.539999999999992,0.0,3.0,1
5930,2012-04-21,,Heavyweight,Blue,Brendan Schaub,Ben Rothwell,193.04,193.04,198.12,198.12,29,30,-215.0,195.0,0.6667,2.3333,0.0,0.0,-1.6665999999999999,0
5931,2012-04-21,,Bantamweight,Blue,Miguel Torres,Michael McDonald,175.26,175.26,193.04,177.8,31,21,-105.0,-105.0,0.0,2.0,0.0,15.23999999999998,-2.0,0
5932,2012-04-21,,Featherweight,Blue,Mark Hominick,Eddie Yagin,172.72,170.18,172.72,175.0,29,33,-480.0,423.0,0.2,0.0,2.539999999999992,-2.280000000000001,0.2,0
5933,2012-04-21,,Lightweight,Red,Mark Bocek,John Alessio,172.72,177.8,190.5,182.88,30,32,-290.0,260.0,2.8,0.6667,-5.0800000000000125,7.6200000000000045,2.1332999999999998,1
5934,2012-04-21,,Heavyweight,Red,Travis Browne,Chad Griggs,198.12,185.42,200.66,185.42,29,33,-300.0,270.0,1.5,,12.700000000000017,15.240000000000009,,1
5935,2012-04-21,,Welterweight,Red,Matt Brown,Stephen Thompson,182.88,182.88,190.5,190.5,31,29,200.0,-220.0,0.8182,0.0,0.0,0.0,0.8182,1
5936,2012-04-21,,Lightweight,Blue,John Makdessi,Anthony Njokuani,172.72,185.42,172.72,190.5,26,32,200.0,-220.0,0.0,1.0,-12.699999999999989,-17.78,-1.0,0
5937,2012-04-21,,Lightweight,Red,Mac Danzig,Efrain Escudero,172.72,175.26,177.8,177.8,32,26,-135.0,125.0,1.0,1.3333,-2.539999999999992,0.0,-0.33329999999999993,1
5938,2012-04-21,,Welterweight,Blue,Keith Wisniewski,Chris Clements,182.88,177.8,190.5,177.8,30,36,135.0,-145.0,1.5,,5.079999999999984,12.699999999999989,,0
5939,2012-04-21,,Featherweight,Red,Marcus Brimage,Maximo Blanco,162.56,172.72,180.34,180.34,27,28,215.0,-235.0,1.0,,-10.159999999999997,0.0,,1
5940,2012-04-14,,Light Heavyweight,Red,Alexander Gustafsson,Thiago Silva,195.58,187.96,200.66,187.96,25,29,-260.0,240.0,0.5,0.625,7.6200000000000045,12.699999999999989,-0.125,1
5941,2012-04-14,,Middleweight,Red,Brian Stann,Alessio Sakara,185.42,182.88,187.96,182.88,31,30,-380.0,340.0,0.0,0.8333,2.539999999999992,5.0800000000000125,-0.8333,1
5942,2012-04-14,,Welterweight,Blue,Paulo Thiago,Siyar Bahadurzada,180.34,180.34,185.42,185.42,31,27,-150.0,140.0,1.4286,,0.0,0.0,,0
5943,2012-04-14,,Featherweight,Red,Dennis Siver,Diego Nunes,167.64,167.64,177.8,170.18,33,29,170.0,-185.0,0.3846,0.6667,0.0,7.6200000000000045,-0.28209999999999996,1
5944,2012-04-14,,Welterweight,Blue,DaMarques Johnson,John Maguire,185.42,175.26,190.5,175.26,29,28,170.0,-185.0,0.4286,6.0,10.159999999999997,15.240000000000009,-5.5714,0
5945,2012-04-14,,Bantamweight,Red,Brad Pickett,Damacio Page,167.64,167.64,172.72,167.64,33,29,-280.0,255.0,0.0,0.0,0.0,5.0800000000000125,0.0,1
5946,2012-04-14,,Welterweight,Blue,Papy Abedi,James Head,180.34,185.42,187.96,185.42,33,28,-185.0,170.0,0.0,0.0,-5.079999999999984,2.5400000000000205,0.0,0
5947,2012-04-14,,Light Heavyweight,Red,Cyrille Diabate,Tom DeBlass,198.12,182.88,205.74,190.5,38,29,177.0,-192.0,0.25,,15.240000000000009,15.240000000000009,,1
5948,2012-04-14,,Middleweight,Red,Francis Carmont,Magnus Cedenblad,190.5,195.58,198.12,200.66,30,30,-290.0,260.0,3.0,,-5.0800000000000125,-2.539999999999992,,1
5949,2012-04-14,,Lightweight,Red,Reza Madadi,Yoislandy Izquierdo,180.34,180.34,182.88,184.0,33,28,-250.0,230.0,,,0.0,-1.1200000000000045,,1
5950,2012-04-14,,Welterweight,Red,Simeon Thoresen,Besam Yousef,185.42,180.34,200.66,180.34,28,27,-325.0,295.0,,,5.079999999999984,20.319999999999993,,1
5951,2012-04-14,,Featherweight,Red,Jason Young,Eric Wisely,175.26,172.72,185.42,178.0,25,27,-170.0,160.0,1.0,0.0,2.539999999999992,7.4199999999999875,1.0,1
5952,2012-03-02,,Welterweight,Blue,Thiago Alves,Martin Kampmann,175.26,182.88,177.8,182.88,28,29,-145.0,135.0,0.5625,0.9231,-7.6200000000000045,-5.079999999999984,-0.36060000000000003,0
5953,2012-03-02,,Flyweight,Red,Joseph Benavidez,Yasuhiro Urushitani,162.56,165.1,165.1,170.0,27,35,-870.0,680.0,2.5,,-2.539999999999992,-4.900000000000006,,1
5954,2012-03-02,,Middleweight,Blue,Court McGee,Costas Philippou,180.34,180.34,190.5,185.42,27,32,-125.0,115.0,3.0,1.0,0.0,5.0800000000000125,2.0,0
5955,2012-03-02,,Light Heavyweight,Red,James Te Huna,Aaron Rosa,187.96,193.04,190.5,198.12,30,28,-345.0,315.0,2.0,0.0,-5.079999999999984,-7.6200000000000045,2.0,1
5956,2012-03-02,,Light Heavyweight,Red,Anthony Perosh,Nick Penner,190.5,193.04,190.5,195.58,39,31,135.0,-145.0,1.2,,-2.539999999999992,-5.0800000000000125,,1
5957,2012-03-02,,Featherweight,Blue,Cole Miller,Steven Siler,185.42,180.34,187.96,177.8,27,25,-460.0,410.0,0.3,0.0,5.079999999999984,10.159999999999997,0.3,0
5958,2012-03-02,,Middleweight,Blue,Kyle Noke,Andrew Craig,185.42,185.42,193.04,193.04,31,26,-255.0,235.0,1.25,,0.0,0.0,,0
5959,2012-03-02,,Welterweight,Red,TJ Waldburger,Jake Hecht,180.34,182.88,190.5,193.04,23,28,-140.0,120.0,3.0,0.0,-2.539999999999992,-2.539999999999992,3.0,1
5960,2012-03-02,,Featherweight,Blue,Mackens Semerzier,Daniel Pineda,175.26,170.18,182.88,175.26,31,26,-145.0,135.0,2.0,1.0,5.079999999999984,7.6200000000000045,1.0,0
5961,2012-03-02,,Heavyweight,Blue,Oli Thompson,Shawn Jordan,185.42,182.88,190.5,190.5,32,27,200.0,-220.0,,,2.539999999999992,0.0,,0
5962,2012-02-25,,Lightweight,Blue,Frankie Edgar,Benson Henderson,167.64,175.26,172.72,177.8,30,28,-130.0,120.0,3.1818,4.0,-7.6200000000000045,-5.0800000000000125,-0.8182,0
5963,2012-02-25,,Light Heavyweight,Blue,Rampage Jackson,Ryan Bader,185.42,187.96,185.42,187.96,33,28,-145.0,135.0,0.5,2.0,-2.5400000000000205,-2.5400000000000205,-1.5,0
5964,2012-02-25,,Heavyweight,Red,Mark Hunt,Cheick Kongo,177.8,193.04,182.88,208.28,37,36,255.0,-280.0,1.0,1.6,-15.23999999999998,-25.400000000000006,-0.6000000000000001,1
5965,2012-02-25,,Welterweight,Blue,Yoshihiro Akiyama,Jake Shields,177.8,182.88,185.42,182.88,36,33,315.0,-345.0,2.0,1.3333,-5.079999999999984,2.539999999999992,0.6667000000000001,0
5966,2012-02-25,,Middleweight,Blue,Yushin Okami,Tim Boetsch,187.96,182.88,190.5,187.96,30,31,-410.0,365.0,1.4615,1.875,5.0800000000000125,2.539999999999992,-0.4135,0
5967,2012-02-25,,Featherweight,Red,Hatsu Hioki,Bart Palaszewski,180.34,175.26,177.8,177.8,28,28,-185.0,170.0,2.0,0.0,5.0800000000000125,0.0,2.0,1
5968,2012-02-25,,Lightweight,Red,Anthony Pettis,Joe Lauzon,177.8,177.8,182.88,180.34,25,27,-285.0,258.0,3.0,1.4545,0.0,2.539999999999992,1.5455,1
5969,2012-02-25,,Lightweight,Red,Takanori Gomi,Eiji Mitsuoka,170.18,170.18,177.8,173.0,33,36,-250.0,230.0,0.0,,0.0,4.800000000000011,,1
5970,2012-02-25,,Bantamweight,Blue,Norifumi Yamamoto,Vaughan Lee,162.56,167.64,167.64,167.64,34,29,-290.0,260.0,0.5,4.0,-5.079999999999984,0.0,-3.5,0
5971,2012-02-25,,Middleweight,Red,Riki Fukuda,Steve Cantwell,182.88,187.96,185.42,190.5,31,25,-310.0,280.0,6.0,0.4,-5.0800000000000125,-5.0800000000000125,5.6,1
5972,2012-02-25,,Bantamweight,Blue,Takeya Mizugaki,Chris Cariaso,170.18,160.02,172.72,160.02,28,30,-290.0,260.0,1.6667,1.0,10.159999999999997,12.699999999999989,0.6667000000000001,0
5973,2012-02-25,,Featherweight,Blue,Tiequan Zhang,Issei Tamura,172.72,165.1,177.8,160.02,33,27,-196.0,181.0,0.0,,7.6200000000000045,17.78,,0
5974,2012-02-15,,Welterweight,Blue,Diego Sanchez,Jake Ellenberger,177.8,175.26,182.88,180.34,30,26,320.0,-355.0,1.375,2.3333,2.5400000000000205,2.539999999999992,-0.9582999999999999,0
5975,2012-02-15,,Heavyweight,Red,Stefan Struve,Dave Herman,210.82,193.04,213.36,193.04,23,27,101.0,-111.0,0.2222,1.0,17.78,20.32000000000002,-0.7778,1
5976,2012-02-15,,Middleweight,Blue,Aaron Simpson,Ronny Markes,182.88,185.42,185.42,190.5,37,23,130.0,-140.0,3.125,6.0,-2.539999999999992,-5.0800000000000125,-2.875,0
5977,2012-02-15,,Heavyweight,Red,Stipe Miocic,Philip De Fries,193.04,195.58,203.2,208.28,29,25,-515.0,410.0,4.0,3.0,-2.5400000000000205,-5.0800000000000125,1.0,1
5978,2012-02-15,,Bantamweight,Red,TJ Dillashaw,Walel Watson,167.64,180.34,170.18,175.26,26,27,-255.0,235.0,0.0,0.0,-12.700000000000017,-5.079999999999984,0.0,1
